count	volume	first_ref	form	gloss
1	NT	NT 1ti 3:4	וּמַדְרִיךְ	having
1	NT	NT 1ti 3:7	גַם־צָרִיךְ	moreover-must
1	NT	NT 1ti 3:8	גַּם־הַשַּׁמָּשִׁים	also-the-deacons
1	NT	NT 1ti 3:11	מַלְשִׁינוֹת	slanderers
1	NT	NT 1ti 3:11	משְׁלוֹת	sober
1	NT	NT 1ti 3:13	הַמְשַׁמְּשִׁים	those-who-serve
1	NT	NT 1ti 3:15	וּמְכוֹנָהּ	and-ground
1	NT	NT 1ti 3:16	וּבְוַדָּי	and-without-controversy
1	NT	NT 1ti 4:2	וְנִכְוִים	and-seared
1	NT	NT 1ti 4:2	בְּמַדָּעָם	in-their-conscience
1	NT	NT 1ti 4:4	כׇל־בְּרִיַּת	every-creature-of
1	NT	NT 1ti 4:4	מְשֻׁקָּץ	to-be-refused
1	NT	NT 1ti 4:8	תּוֹעִיל	is-profitable
1	NT	NT 1ti 4:10	וְנֶעֱלָבִים	and-suffer-reproach
1	NT	NT 1ti 5:5	מַתְמֶדֶת	continueth
1	NT	NT 1ti 5:11	יִצְרָן	their-lust
1	NT	NT 1ti 5:13	בּוֹטֹת	tattlers
1	NT	NT 1ti 5:14	שֶׁהַצְּעִירוֹת	that-the-younger-women
1	NT	NT 1ti 5:16	לְהַסְפִּיק	relieve
1	NT	NT 1ti 5:22	תִשְׁתַּתֵּף	be-partaker
1	NT	NT 1ti 6:2	שֶׁמַּאֲמִינִים	that-believing
1	NT	NT 1ti 6:4	וַחֲשָׁד	and-surmisings
1	NT	NT 1ti 6:5	וִכּוּחֵי	disputings-of
1	NT	NT 1ti 6:8	נִסְתַּפְּקָה	let-us-be-content
1	NT	NT 1ti 6:9	הַמַּשְׁקִיעוֹת	which-drown
1	NT	NT 1ti 6:17	בָּעֹשֶׂר	in-riches
1	NT	NT 1ti 6:17	הַמַּסְפִּיק	the-sufficient
1	NT	NT 2co 1:14	שֶׁיְּדַעְתֶּם	that-you-have-acknowledged
1	NT	NT 2co 1:22	גַם־חֲתָמָנוּ	hath-also-sealed-us
1	NT	NT 2co 1:24	שֶׁמּשְׁלִים	that-we-have-dominion
1	NT	NT 2co 2:2	אַעֲצִיבְכֶם	make-you-sorry
1	NT	NT 2co 2:3	שֶׁשִּׂמְחָתִי	that-my-joy
1	NT	NT 2co 2:8	שֶׁתִּתְיָעֲצוּ	that-you-would-confirm
1	NT	NT 2co 3:5	לֹא־שֶׁכְּשֵׁרִים	not-that-sufficient
1	NT	NT 2co 3:14	נִטַּמְטְמוּ	were-blinded
1	NT	NT 2co 3:18	וְנִתְהַפֵּךְ	are-changed
1	NT	NT 2co 3:18	שֶׁמִּתְחַלֵּף	transformed
1	NT	NT 2co 4:2	לְעַקֵּם	handling-deceitfully
1	NT	NT 2co 4:8	נִלְחָצִים	troubled
1	NT	NT 2co 4:10	גַם־חַיֵּי	also-the-life-of
1	NT	NT 2co 4:11	גַּם־חַיֵּי	also-the-life-of
1	NT	NT 2co 4:12	וּבָכֶם	but-in-you
1	NT	NT 2co 5:2	גַם־עַתָּה	even-now
1	NT	NT 2co 5:6	שֶׁמּוֹשָׁבֵנוּ	we-are-at-home
1	NT	NT 2co 5:9	נִשְׁתַּדֵּל	we-labor
1	NT	NT 2co 5:12	מִשְׁתַּבְּחִים	commend-ourselves
1	NT	NT 2co 6:9	וְגַם־יְדוּעִים	and-yet-well-known
1	NT	NT 2co 6:9	כִּמְיֻסָּרִים	as-chastened
1	NT	NT 2co 6:15	הַסְכָּמָה	concord
1	NT	NT 2co 7:5	גַּם־בְּבֹאֵנוּ	when-we-were-come
1	NT	NT 2co 7:8	גַּם־אִם־הֶעֱצַבְתִּי	though-I-made-you-sorry
1	NT	NT 2co 7:10	גֹּרֶמֶת	worketh
1	NT	NT 2co 7:12	הָעֹלֵב	him-that-did-the-wrong
1	NT	NT 2co 7:12	הַנֶּעֱלָּב	him-that-suffered-wrong
1	NT	NT 2co 7:13	בְנֶחָמַתְכֶם	in-your-comfort
1	NT	NT 2co 7:14	גַּם־תְּהִלָּתֵנוּ	also-our-boasting
1	NT	NT 2co 8:2	עֲנִיּוּתָם	their-poverty
1	NT	NT 2co 8:5	וְגַם־לָנוּ	and-unto-us
1	NT	NT 2co 8:6	זֵרַזְנוּ	we-desired
1	NT	NT 2co 8:7	וּבְדִבּוּר	and-utterance
1	NT	NT 2co 8:11	הִתְנַדַּבְתֶּם	there-was-a-readiness
1	NT	NT 2co 8:11	גַּם־תִּגְמְרוּ	there-may-be-a-performance-also
1	NT	NT 2co 8:14	מַחְסֹרְכֶם	your-want
1	NT	NT 2co 8:16	כַּשְּׁקִידָה	the-same-earnest-care
1	NT	NT 2co 8:17	לְבַקָּשָׁתֵנוּ	our-exhortation
1	NT	NT 2co 8:17	וּבִשְׁקִידָתוֹ	but-in-his-diligence
1	NT	NT 2co 8:19	שֶׁהַקְּהִלּוֹת	that-the-churches
1	NT	NT 2co 8:19	הַגָּבוּי	which-is-administered
1	NT	NT 2co 8:20	הַגְּבוּיָה	which-is-administered
1	NT	NT 2co 8:22	אֶת־שְׁקִידָתוֹ	his-diligence
1	NT	NT 2co 9:8	לְהַשְׁפִּיעַ	to-make-abound
1	NT	NT 2co 9:8	סִפּוּקְכֶם	your-need
1	NT	NT 2co 9:12	שֵׁרוּתְכֶם	your-ministration
1	NT	NT 2co 9:13	הוֹדָאַתְכֶם	your-profession
1	NT	NT 2co 10:7	יַחֲזֹר	let-him-again
1	NT	NT 2co 10:9	כִּמְאַיֵּם	as-if-I-would-terrify
1	NT	NT 2co 10:10	חָלוּשׁ	weak
1	NT	NT 2co 10:11	בַדִּבּוּר	in-word
1	NT	NT 2co 10:12	אַל־נָעֵז	we-dare-not
1	NT	NT 2co 10:12	הַמְשַׁבְּחִים	that-commend
1	NT	NT 2co 10:13	גַּם־עָדֵיכֶם	even-unto-you
1	NT	NT 2co 10:15	בִּיגִיעַת	of-the-labors-of
1	NT	NT 2co 11:3	תִּשְׂטֶינָה	should-be-corrupted
1	NT	NT 2co 11:5	מֵהַשְּׁלִיחִים	the-apostles
1	NT	NT 2co 11:6	מִדִּבּוּר	in-speech
1	NT	NT 2co 11:7	בְּהַשְׁפִּילִי	in-abasing
1	NT	NT 2co 11:7	הַגְבִּיהֲכֶם	you-might-be-exalted
1	NT	NT 2co 11:8	אֲשָׁרֶתְכֶם	do-you-service
1	NT	NT 2co 11:15	גַּם־מְשָׁרֲתָיו	his-ministers-also
1	NT	NT 2co 11:17	אָעֹז	I-am-bold
1	NT	NT 2co 11:17	וְאֶתְהַלָּל	and-boast
1	NT	NT 2co 11:20	יְשַׁעְבֵּד	bring-into-bondage
1	NT	NT 2co 11:23	בִּיגִיעוֹת	in-labors
1	NT	NT 2co 11:23	בִּמְצוּקוֹת	in-perils-of
1	NT	NT 2co 11:24	לָקִיתִי	received-I-stripes
1	NT	NT 2co 11:25	סְפִינָתִי	my-ship
1	NT	NT 2co 12:4	לְמַלֲלָם	to-utter
1	NT	NT 2co 12:13	נִגְרַעְתֶּם	you-were-inferior
1	NT	NT 2co 12:19	שֶׁמִּתְנַצְּלִים	that-we-excuse-ourselves
1	NT	NT 2co 13:7	שֶׁנֵּרָאֶה	that-we-should-appear
1	NT	NT 2pe 1:7	וְעַל־הָאַחֲוָה	and-to-brotherly-kindness
1	NT	NT 2pe 1:8	מִתְעַצְּלִים	barren
1	NT	NT 2pe 1:12	וְהִתְכּוֹנַנְתֶּם	and-are-established
1	NT	NT 2pe 1:15	גַּם־אַחֲרֵי	also-after
1	NT	NT 2pe 1:19	וַהֲטִיבֹתֶם	you-do-well
1	NT	NT 2pe 2:3	בִדּוּי	feigned
1	NT	NT 2pe 2:5	וְגַם־עַל־הַדּוֹרוֹת	and-also-the-generations
1	NT	NT 2pe 2:8	עֲגוּמָה	was-vexed
1	NT	NT 2pe 2:11	יְגַדְּפוּם	bring-railing-accusation-against-them
1	NT	NT 2pe 2:13	עֶדְנַת	to-riot-in
1	NT	NT 2pe 2:13	וּמְזֻהָמִים	and-blemishes
1	NT	NT 2pe 2:13	הַמִּתְפַּנְּקִים	sporting-themselves
1	NT	NT 2pe 2:14	יְצוֹדֵדוּ	they-beguile
1	NT	NT 2pe 2:22	בָּרָפֶשׁ	in-the-mire
1	NT	NT 2pe 3:3	וְיִתְלוֹצֲצוּ	and-scoffing
1	NT	NT 2pe 3:5	שֶׁלְּפָנִים	that-of-old
1	NT	NT 2pe 3:10	וְהִתְמֹגֲגוּ	and-melt
1	NT	NT 2pe 3:16	וּבָהֶן	in-which
1	NT	NT 2th 1:4	עַל־סַבְלָנוּתְכֶם	for-your-patience
1	NT	NT 2th 1:10	וּלְהִתְפַּלֵּא	and-to-be-admired
1	NT	NT 2th 1:11	גַּם־נִתְפַּלֵּל	also-we-pray
1	NT	NT 2th 2:2	בְדִבּוּר	by-word
1	NT	NT 2th 2:7	שֶׁיּוּסַר	until-be-taken
1	NT	NT 2th 2:8	בְּהוֹפָעַת	with-the-brightness-of
1	NT	NT 2th 2:10	וּבְכׇל־מִרְמַת	and-in-all-deceit-of
1	NT	NT 2th 2:16	נֶחָמַת	consolation-of
1	NT	NT 2th 3:1	כְּהִכָּבְדוֹ	even-as-it-is
1	NT	NT 2th 3:7	שֶׁצְּרִיכִים	that-ought
1	NT	NT 2th 3:12	מִשֶּׁלָּהֶם	their-own
1	NT	NT 2th 3:13	אַל־תִּתְרַפּוּ	be-not-weary
1	NT	NT 2ti 1:5	זְקֵנָתְךָ	your-grandmother
1	NT	NT 2ti 1:5	גַּם־בָּךְ	also-in-you
1	NT	NT 2ti 2:4	בְּעִסְקֵי	the-affairs-of
1	NT	NT 2ti 2:5	וְגַּם	and-also
1	NT	NT 2ti 2:12	גַּם־נִמְלֹךְ	also-we-shall-reign
1	NT	NT 2ti 2:17	וְשִׂיחָתָם	and-their-word
1	NT	NT 2ti 2:18	וַיְבַלְבְּלוּ	and-overthrow
1	NT	NT 2ti 2:20	גַם־שֶׁל־עֵץ	also-of-wood
1	NT	NT 2ti 2:26	צָדָם	are-taken-captive
1	NT	NT 2ti 3:2	וּכְפוּיֵי	unthankful
1	NT	NT 2ti 3:6	וְנִתְעוֹת	led-away
1	NT	NT 2ti 3:13	וְנִתְעִים	and-being-deceived
1	NT	NT 2ti 3:15	לְהַחְכִּימְךָ	to-make-you-wise
1	NT	NT 2ti 4:1	בְּהוֹפָעָתוֹ	at-his-appearing
1	NT	NT 2ti 4:2	וְהַתְמֵד	be-instant
1	NT	NT 2ti 4:6	אֻסַּךְ	I-am-ready-to-be-offered
1	NT	NT 2ti 4:13	הַקְּלָף	the-parchments
1	NT	NT 2ti 4:16	בְּהִצְטַדְּקִי	at-my-first-answer
1	NT	NT 3jn 1:13	וּבְקוֹלָמוֹס	and-pen
1	NT	NT acts 1:19	דְּמָא	dama,
1	NT	NT acts 1:25	וְהַשְּׁלִיחוּת	and apostleship,
1	NT	NT acts 2:6	כִּשְׂפַת	in the tongue of
1	NT	NT acts 2:23	הַנִּמְסָר	being delivered
1	NT	NT acts 2:23	הוֹקַעְתֶּם	you have crucified
1	NT	NT acts 2:24	בְּהַתִּירוֹ	having loosed
1	NT	NT acts 3:12	וּבַחֲסִידוּתֵנוּ	or holiness
1	NT	NT acts 3:13	וְכִחַשְׁתֶּם	and denied
1	NT	NT acts 3:14	כִּחַשְׁתֶּם	denied
1	NT	NT acts 3:21	שֶׁיְּקַבְּלוּ	receive
1	NT	NT acts 4:16	וְגַם־מְפֻרְסָם	and is well known
1	NT	NT acts 4:23	הִפָּטְרָם	they were let go,
1	NT	NT acts 4:29	אֶת־גַּעֲרָתָם	their threatenings:
1	NT	NT acts 5:2	מִן־הַמְּחִיר	of-the-price,
1	NT	NT acts 5:4	וְגַם־אַחֲרֵי	and-also-after
1	NT	NT acts 5:9	נוֹעַצְתֶּם	you-have-agreed-together
1	NT	NT acts 5:16	וְאֶת־הַנִּלְחָצִים	and-them-which-were-vexed
1	NT	NT acts 6:1	אֶת־אֲרוּחָתָן	their-daily-ministration.
1	NT	NT acts 6:2	וּנְשַׁמֵּשׁ	and-serve
1	NT	NT acts 7:28	אֶתְמֹל	yesterday
1	NT	NT acts 7:34	וְאֶת־נַאֲקָתָם	and-their-groaning
1	NT	NT acts 8:3	וַיְשׁוֹטֵט	entering
1	NT	NT acts 8:23	וְחַרְצֻבּוֹת	and-the-bond-of
1	NT	NT acts 8:27	לְקַנְדַּק	under-Candace
1	NT	NT acts 8:27	עַל־כׇּל־גְּנָזֶיהָ	of-all-her-treasure,
1	NT	NT acts 8:31	יוֹרֵנִי	should-guide-me?
1	NT	NT acts 9:1	יְפֵחַ	he may breathe out
1	NT	NT acts 9:7	נֶאֱלָמִים	speechless
1	NT	NT acts 9:22	בְּהוֹכִיחוֹ	in-they-rebuked
1	NT	NT acts 9:24	אָרְבָּם	their-laying-await
1	NT	NT acts 9:29	זַמֲמוּ	went-about
1	NT	NT acts 9:31	בְּנֶחָמַת	in-the-comfort-of
1	NT	NT acts 9:34	הַצָּע	and-make
1	NT	NT acts 10:38	אֶת־כׇּל־הַנִּכְבָּשִׁים	all-that-were-oppressed
1	NT	NT acts 10:39	בְּהוֹקִיעָם	and-hanged
1	NT	NT acts 11:5	עָדָי	even-to-me:
1	NT	NT acts 11:19	עַד־פִּינוּקְיָא	as-far-as-Phenice,
1	NT	NT acts 12:5	וְהַקְּהִילָּה	but-the-church
1	NT	NT acts 12:5	הֶעְתִּירָה	made-prayer
1	NT	NT acts 12:14	וּמִשִּׂמְחָתָהּ	for-gladness
1	NT	NT acts 13:9	גַּם־פּוֹלוֹס	also-Paul,)
1	NT	NT acts 13:9	וַיִּסְתַּכֵּל	set-his-eyes
1	NT	NT acts 13:10	לְסַלֵּף	to-pervert
1	NT	NT acts 13:45	הַכְחֵשׁ	contradicting
1	NT	NT acts 13:46	וְדַנְתֶּם	and-judge
1	NT	NT acts 13:46	זַכָּאִים	worthy
1	NT	NT acts 14:9	הִסְתַּכֵּל	stedfastly-beholding
1	NT	NT acts 15:8	גַם־לָהֶם	also-to-them
1	NT	NT acts 15:19	לְהַחֲמִיר	we-trouble
1	NT	NT acts 15:24	וּמְקַלְקְלִים	subverting
1	NT	NT acts 15:25	חֲבִיבֵינוּ	our-beloved,
1	NT	NT acts 15:33	שֹׁלְחֵיהֶם	the-apostles.
1	NT	NT acts 15:35	וְגַם־רַבִּים	with-many
1	NT	NT acts 16:12	וּקְלוֹנְיָא	and-a-colony
1	NT	NT acts 16:20	עֹכְרִים	do-exceedingly-trouble
1	NT	NT acts 17:3	שֶׁיְּעֻנֶּה	suffered,
1	NT	NT acts 17:6	גַּם־הֲלוֹם	hither-also;
1	NT	NT acts 17:18	הַפִילוֹסוֹפִים	the-philosophers
1	NT	NT acts 17:18	הַמְּפַטְפֵּט	babbler
1	NT	NT acts 17:25	יִצְטָרֵךְ	he-needed
1	NT	NT acts 17:26	זְמַנִּים	the-times
1	NT	NT acts 17:28	וּמִתְנוֹעֲעִים	and-move,
1	NT	NT acts 17:28	בִּמְשׁוֹרֲרֵיכֶם	of-your-own-poets
1	NT	NT acts 17:29	שֶׁהָאֱלָהוּת	that-the-Godhead
1	NT	NT acts 18:17	לֹא־שָּׁת	set-not
1	NT	NT acts 19:14	סְקֵוָה	one-Sceva,
1	NT	NT acts 19:25	הָעֹסְקִים	the-workmen
1	NT	NT acts 19:29	בְּמַסָּעָיו	in-travel.
1	NT	NT acts 19:34	כְּהַכִּירָם	when-they-knew
1	NT	NT acts 19:34	כִּשְׁתֵּי	about-the-space-of-two
1	NT	NT acts 20:15	וַנָּלֶן	and-tarried
1	NT	NT acts 20:35	מִשֶּׁתִּקָּח	than-to-receive.
1	NT	NT acts 21:13	וְתָמֵסּוּ	and-break
1	NT	NT acts 21:14	וַנִּרֶף	we-ceased
1	NT	NT acts 21:16	גַּם־תַּלְמִידִים	also-certain-of-the-disciples
1	NT	NT acts 21:29	שֶׁפּוֹלוֹס	that-Paul
1	NT	NT acts 22:1	וְאֶצְטַדֵּק	my-defense
1	NT	NT acts 22:4	וּמַסְגִּיר	and-delivering
1	NT	NT acts 22:5	גַּם־יָעִיד	also-doth-bear-witness
1	NT	NT acts 22:5	יִוָּסֵרוּ	to-be-punished.
1	NT	NT acts 22:11	וַיּוֹלִיכוּנִי	they-led-me
1	NT	NT acts 22:16	תִתְמַהְמֵהַּ	tarriest-you?
1	NT	NT acts 22:19	וְהִלְקֵיתִי	and-beat
1	NT	NT acts 22:24	לְהַלְקוֹת	that-he-should-be-scourged
1	NT	NT acts 22:25	בִרְצוּעוֹת	with-thongs,
1	NT	NT acts 23:3	הַמְּסֻיָּד	whited:
1	NT	NT acts 23:15	וַיוֹרִידֵהוּ	that-he-bring-him-down
1	NT	NT acts 23:16	אֶת־אָרְבָּם	of-their-lying-in-wait,
1	NT	NT acts 23:24	לְהַרְכִּיב	that-they-may-set-on,
1	NT	NT acts 23:35	גַם־שׂטְנֶיךָ	yours-accusers-also
1	NT	NT acts 24:2	בְּהַשְׁגָּחָתֶךָ	by-your-providence,
1	NT	NT acts 24:4	אוֹגִיעֲךָ	I-be-tedious-unto-you
1	NT	NT acts 24:4	שֶׁתִּשְׁמָעֵנוּ	that-you-would-hear-us
1	NT	NT acts 24:4	כְּחֶמְלָתֶךָ	of-your-clemency.
1	NT	NT acts 24:5	כְּקֶטֶב	a-pestilent-fellow,
1	NT	NT acts 24:11	עֲלוֹתִי	I-went-up
1	NT	NT acts 24:25	וְלִכְשֶׁאֶפְנֶה	when-I-have-a-convenient-season,
1	NT	NT acts 25:7	וַיַּאֲשִׁימוּ	and-laid-against
1	NT	NT acts 25:8	הִצְטַדֵּק	answered-for-himself,
1	NT	NT acts 25:11	לְהַסְגִּירֵנִי	deliver-me
1	NT	NT acts 26:1	יִצְטַדֵּק	answered-for-himself:
1	NT	NT acts 26:5	הַמַּקְפֶּדֶת	straitest
1	NT	NT acts 26:7	לְחַיְּבֵנִי	accused.
1	NT	NT acts 26:11	וַאֲנַסְתִּים	and-compelled-them
1	NT	NT acts 26:11	וָאֶתְהוֹלֲלָה	and-being-exceedingly-mad
1	NT	NT acts 26:23	לְהֵעָנוֹת	suffer,
1	NT	NT acts 27:1	דִּינֵנוּ	our-cause
1	NT	NT acts 27:8	לִימֶנֶס	havens
1	NT	NT acts 27:10	וְלׇאֳנִיָּה	and-ship,
1	NT	NT acts 27:14	נַחֲשֹׁל	tempestuous,
1	NT	NT acts 27:15	וַנֶּרֶף	we-let-go
1	NT	NT acts 27:17	אֶת־דָּפְנֵי	the-sides-of
1	NT	NT acts 27:17	רֻכְסֵי	the-banks-of
1	NT	NT acts 27:27	לְטִלְטוּלֵנוּ	as-we-were-driven-up-and-down
1	NT	NT acts 27:33	חִכִּיתֶם	you-have-tarried
1	NT	NT acts 27:40	אֶת־הָעוֹגִינִים	the-anchors,
1	NT	NT acts 27:40	גַּם־אֶת־מֵיתְרֵי	also-the-bands-of
1	NT	NT acts 27:43	וַיָּנֵא	kept-them
1	NT	NT acts 28:4	הַלֹּעֲזִים	the-barbarians
1	NT	NT acts 28:9	גַּם־הַחֹלִים	others-also-which-had-diseases
1	NT	NT col 1:6	גַּם־בְּתוֹכֲכֶם	also-among-you
1	NT	NT col 1:6	וְהִכַּרְתֶּם	and-knew
1	NT	NT col 1:9	שֶׁתִּמָּלְאוּ	that-you-be-filled
1	NT	NT col 1:12	הַמְזַכֶּה	who-hath-made-worthy
1	NT	NT col 1:13	חִלְּצָנוּ	hath-delivered-us
1	NT	NT col 1:29	וּמִתְגּוֹשֵׁשׁ	and-striving
1	NT	NT col 2:3	גְּנוּזִים	are-hid
1	NT	NT col 2:5	גַּם־אִם	though
1	NT	NT col 2:8	בְּפִילֹסוֹפְיָה	in-philosophy
1	NT	NT col 2:11	גַם־נִמַּלְתֶּם	also-you-are-circumcised
1	NT	NT col 2:12	נִקְבַּרְתֶּם	you-were-buried
1	NT	NT col 2:14	וַיִּמְחַק	and-He-blotted-out
1	NT	NT col 2:14	בַּצְּלוּב	to-the-cross
1	NT	NT col 2:20	תִשְׁתַּעְבְּדוּ	are-you-subject
1	NT	NT col 2:22	בְּתַשְׁמִישָׁם	in-their-use
1	NT	NT col 3:12	וְהַחֲבִיבִים	and-the-beloved-ones
1	NT	NT col 3:12	וּנְמִיכוּת	and-lowness
1	NT	NT col 3:13	וְתִמְחֲלוּ	and-forgiving
1	NT	NT col 3:19	וְאַל־תִּתְמַרְמְרוּ	and-do-not-be-bitter
1	NT	NT col 3:21	אַל־תַּרְגִּיזוּ	do-not-provoke
1	NT	NT col 4:9	וְהֶחָבִיב	and-the-beloved
1	NT	NT col 4:12	הַמִּתְגּוֹשֵׁשׁ	laboring-fervently
1	NT	NT col 4:17	קִבַּלְתָּהּ	you-received
1	NT	NT eph 1:13	גַּם־נֶחְתַּמְתֶּם	also-you-were-sealed
1	NT	NT eph 2:16	צְלִיבָתוֹ	his-crucifixion
1	NT	NT eph 3:19	וְנִמְלֵאתֶם	and-you-be-filled-with
1	NT	NT eph 4:4	גַּם־נִקְרֵאתֶם	also-you-are-called
1	NT	NT eph 4:24	וְלִלְבּשׁ	and-put-on
1	NT	NT eph 4:30	נֶחְתַּמְתֶּם	you-were-sealed
1	NT	NT eph 5:3	לַקְּדשִׁים	to-the-saints
1	NT	NT eph 5:11	וְאַל־תִּשְׁתַּתְּפוּ	and-do-not-partake
1	NT	NT eph 5:13	כְּשֶׁיּוּכַח	when-reproved
1	NT	NT eph 5:18	וְאַל־תִּשְׁתַּכְּרוּ	and-do-not-be-drunk
1	NT	NT eph 5:19	שִׂיחַתְכֶם	your-conversation
1	NT	NT eph 5:27	וָקֶמֶט	or-wrinkle
1	NT	NT eph 6:5	וָרֶתֶת	and-trembling
1	NT	NT eph 6:18	לְהַעְתִּיר	to-pray
1	NT	NT eph 6:19	מְלִיצָהּ	an-ambassador-for-it
1	NT	NT eph 6:20	אֵחָת	be-dismayed
1	NT	NT gal 1:4	לְחַלְּצֵנוּ	to-deliver-us
1	NT	NT gal 1:7	הָעֹכְרִים	the-troublers
1	NT	NT gal 1:12	קִבַּלְתִּיהָ	I-received-it
1	NT	NT gal 2:2	שֶׁבָּהֶם	that-in-them
1	NT	NT gal 2:3	גַּם־טִיטוֹס	also-Titus
1	NT	NT gal 2:8	גַם־אֹתִי	also-me
1	NT	NT gal 2:12	וּפוֹרֵשׁ	and-separating
1	NT	NT gal 2:13	גַּם־בַּר־נַבָּא	also-Barnabas
1	NT	NT gal 2:14	תַּכְרִיחַ	do-you-compel
1	NT	NT gal 2:16	שֶׁיּוֹדְעִים	that-are knowing
1	NT	NT gal 3:4	נַעֲנֵיתֶם	you-suffered
1	NT	NT gal 3:15	יְפֵרֶנָּה	annuls-it
1	NT	NT gal 3:16	וְלִזְרָעֶיךָ	and-to-your-seeds
1	NT	NT gal 3:17	וּשְׁלשִׁים	and-thirty
1	NT	NT gal 3:21	שֶׁבְּכֹחָהּ	that-in-her-power
1	NT	NT gal 3:23	וּסְגוּרִים	and-shut(pl)
1	NT	NT gal 4:3	מְשֻׁעְבָּדִים	enslaved(pl)
1	NT	NT gal 4:9	שֶׁנּוֹדַעְתֶּם	that-you-are-known
1	NT	NT gal 4:9	אֶל־הַתִּיקּוּנִים	to-the-elements
1	NT	NT gal 5:1	שִׁחֲרַר	hath-made-free
1	NT	NT gal 5:1	לְהִכָּבֵשׁ	to-be-subjected
1	NT	NT gal 5:3	שֶׁחַיָּב	that-he-is-a-debtor
1	NT	NT gal 5:4	נִגְזַרְתֶּם	you-are-severed
1	NT	NT gal 5:8	הַפִּתּוּי	the-persuasion
1	NT	NT gal 6:14	בִּצְלוּב	in-the-cross-of
1	NT	NT gal 6:15	לֹא־הַמִּילָה	not-the-circumcision
1	NT	NT gal 6:17	אַל־יַלְאֵנִי	let-none-trouble-me
1	NT	NT heb 2:3	הַנֶּאֱמָרָה	began-to-be-spoken
1	NT	NT heb 2:9	הַמְחֻסָּר	who-was-made-lower
1	NT	NT heb 2:11	גַּם־הַמְּקֻדָּשִׁים	and-they-who-are-sanctified
1	NT	NT heb 2:17	רַחֲמָן	merciful
1	NT	NT heb 3:1	הוֹדָאָתֵנוּ	of-our-profession
1	NT	NT heb 3:14	נַרְפֶּנָּה	unto
1	NT	NT heb 3:17	הִתְקוֹטֵט	was-he-grieved
1	NT	NT heb 4:13	שֶׁלָּנּוּ	of-ours
1	NT	NT heb 4:15	לְהִצְטָעֵר	be-touched-with-the-feeling-of
1	NT	NT heb 5:2	עַל־הַשֹּׁגֲגִים	on-the-ignorant
1	NT	NT heb 5:12	וְהִצְטָרַכְתֶּם	and-are-become-such-as-have-need
1	NT	NT heb 5:14	שֶׁהָרְגְּלוּ	exercised
1	NT	NT heb 6:8	לְהִשָׂרֵף	to-be-burned
1	NT	NT heb 6:10	שֶׁשֵּׁרַתֶּם	that-you-have-ministered
1	NT	NT heb 6:18	מִשְׁתַּנִּים	immutable
1	NT	NT heb 6:19	כְּעֹגֶן	as-an-anchor
1	NT	NT heb 7:12	בְּהִשְׁתַּנּוֹת	being-changed
1	NT	NT heb 7:12	שֶׁתִּשְׁתַּנֶּה	a-change-of
1	NT	NT heb 7:16	הֶפְסֵק	end
1	NT	NT heb 7:25	לְהַפְגִּיע	to-make-intercession
1	NT	NT heb 8:7	גְּמוּרָה	faultless
1	NT	NT heb 8:13	וּמַזְקִין	and-waxeth-old
1	NT	NT heb 9:16	שֶׁתִּוָּדַע	of-necessity
1	NT	NT heb 10:1	בִּיכָלְתָּהּ	with-its-ability
1	NT	NT heb 10:2	בְּהִטָּהֲרָם	being-purged
1	NT	NT heb 10:11	וּמוֹסִיף	and-offering
1	NT	NT heb 10:24	וְנִתְבּוֹנֲנָה	and-let-us-consider
1	NT	NT heb 10:25	אֶת־כְּנֵסִיָּתֵנוּ	the-assembling-of-ourselves
1	NT	NT heb 10:33	בְּהִשְׁתַּתֵּף	whilst-you-became-companions
1	NT	NT heb 10:34	הִצְטָעַרְתֶּם	you-had-compassion
1	NT	NT heb 11:2	שֶׁהוּעֲדָה	obtained-a-good-report
1	NT	NT heb 11:3	מִן־הַנֶּעְלָם	from-the-invisible
1	NT	NT heb 11:6	שֶׁיַּאֲמִין	believe
1	NT	NT heb 11:11	לְהַזְרִיעַ	to-conceive-seed
1	NT	NT heb 11:36	וְגַם־נִמְסְרוּ	yea-moreover
1	NT	NT heb 11:37	נֻסְּרוּ	they-were-sawn-asunder
1	NT	NT heb 11:37	נִבְחֲנוּ	were-tempted
1	NT	NT heb 11:37	בְיִסּוּרִים	with-trials
1	NT	NT heb 12:1	כׇּל־טֹרַח	every-weight
1	NT	NT heb 12:1	הַמַּקִּיף	which-doth-beset
1	NT	NT heb 12:2	וּמַשְׁלִימָהּ	and-finisher
1	NT	NT heb 12:9	מְיַסְּרִים	which-corrected
1	NT	NT heb 12:10	יִסְּרוּנוּ	chastened-us
1	NT	NT heb 12:23	הַנִּשְׁלָמִים	made-perfect
1	NT	NT heb 12:24	הַהַזָּאָה	sprinkling
1	NT	NT heb 12:27	הַמִּתְעַרְעָרִים	that-are-shaken
1	NT	NT heb 13:15	הַמּוֹדוֹת	giving-thanks
1	NT	NT heb 13:19	אוּשַׁב	I-may-be-restored
1	NT	NT jas 1:1	שֶּׁבַּגּוֹלָה	which-are-scattered-abroad
1	NT	NT jas 1:2	בְּנִסְיֹנוֹת	into-temptations
1	NT	NT jas 1:5	יְבַקְשֶׁנָּה	let-him-ask
1	NT	NT jas 1:5	הוֹנָאַת	upbraideth-not
1	NT	NT jas 1:6	שֶׁיְּבַקֵּשׁ	that-he-ask
1	NT	NT jas 1:13	נִסָּנִי	I-am-tempted
